Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 10000, 0, 0, 0, NULL, 1, NORMAL
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 0, 10, 0, -550, NULL, 1, OFFLINE
2222, 0, 10, 0, -450, NULL, 1, OFFLINE
4444, 0, 10, 0, -500, NULL, 1, OFFLINE
1111, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 0, 10, 0, -350, NULL, 1, OFFLINE
2222, 0, 10, 0, -300, NULL, 1, OFFLINE
4444, 0, 10, 0, -400, NULL, 1, OFFLINE
1111, 0, 10, 0, -450, NULL, 1, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 10, 0, -400, NULL, 1, OFFLINE
1111, 0, 10, 0, -300, NULL, 1, OFFLINE
3333, 0, 10, 0, -350, NULL, 1, OFFLINE
4444, 0, 10, 0, -450, NULL, 1, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 2500, 20, 0, -7500, NULL, 1, NORMAL
2222, 2500, 20, 0, -7500, NULL, 1, NORMAL
4444, 2500, 20, 0, -7500, NULL, 1, NORMAL
3333, 2500, 20, 0, -7500, NULL, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 2500, 20, 0, -7500, NULL, 1, NORMAL
3333, 2500, 20, 0, -7500, NULL, 1, NORMAL
1111, 2500, 20, 0, -7500, NULL, 1, NORMAL
4444, 2500, 20, 0, -7500, NULL, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 16000, 5, 4, 6000, FLUSH, 2, NORMAL
2222, 18000, 5, 4, 8000, TWO_PAIR, 1, NORMAL
4444, 2000, 5, 4, -8000, TWO_PAIR, 4, NORMAL
3333, 4000, 5, 4, -6000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 10000, 5, 4, 0, FLUSH, 2, NORMAL
2222, 6000, 5, 4, -4000, ONE_PAIR, 3, NORMAL
4444, 5000, 5, 4, -5000, ONE_PAIR, 4, NORMAL
3333, 19000, 5, 4, 9000, ONE_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4000, 5, 3, -6000, TWO_PAIR, 3, NORMAL
3333, 14000, 5, 3, 4000, FULL_HOUSE, 1, NORMAL
2222, 9000, 5, 3, -1000, STRAIGHT, 2, NORMAL
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 4000, 5, 3, -6000, ONE_PAIR, 3, NORMAL
3333, 6000, 5, 3, -4000, ONE_PAIR, 2, NORMAL
1111, 4000, 5, 3, -6000, ONE_PAIR, 3, NORMAL
4444, 21000, 5, 3, 11000, STRAIGHT, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 4000, 5, 3, -6000, FLUSH, 3, NORMAL
3333, 6000, 5, 3, -4000, FLUSH, 2, NORMAL
2222, 4000, 5, 3, -6000, TWO_PAIR, 3, NORMAL
1111, 21000, 5, 3, 11000, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 6000, 5, 3, -4000, ONE_PAIR, 3, NORMAL
3333, 13000, 5, 3, 3000, FULL_HOUSE, 1, NORMAL
4444, 9000, 5, 3, -1000, TWO_PAIR, 2, NORMAL
2222, 4000, 5, 3, -6000, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 12000, 5, 4, 2000, THREE_OF_A_KIND, 1, NORMAL
1111, 9000, 5, 4, -1000, TWO_PAIR, 3, NORMAL
4444, 9000, 5, 4, -1000, THREE_OF_A_KIND, 3, NORMAL
3333, 10000, 5, 4, 0, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 4000, 5, 3, -6000, ONE_PAIR, 4, NORMAL
1111, 18000, 5, 3, 8000, THREE_OF_A_KIND, 1, NORMAL
4444, 7000, 5, 3, -3000, FLUSH, 3, NORMAL
3333, 8000, 5, 3, -2000, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4500, 5, 3, -5500, ONE_PAIR, 3, NORMAL
2222, 9000, 5, 3, -1000, THREE_OF_A_KIND, 2, NORMAL
3333, 9500, 5, 3, -500, TWO_PAIR, 1, NORMAL
4444, 4000, 5, 3, -6000, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 10000, 0, 0, 0, NULL, 1, NORMAL
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 6000, 5, 3, -4000, FLUSH, 3, NORMAL
3333, 8000, 5, 3, -2000, THREE_OF_A_KIND, 1, NORMAL
1111, 6000, 5, 3, -4000, TWO_PAIR, 3, NORMAL
4444, 7000, 5, 3, -3000, STRAIGHT, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 8000, 5, 3, -2000, ONE_PAIR, 2, NORMAL
3333, 6500, 5, 3, -3500, TWO_PAIR, 3, NORMAL
2222, 16500, 5, 3, 6500, TWO_PAIR, 1, NORMAL
1111, 4000, 5, 3, -6000, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 5000, 5, 3, -5000, TWO_PAIR, 3, NORMAL
4444, 4000, 5, 3, -6000, TWO_PAIR, 4, NORMAL
2222, 20000, 5, 3, 10000, THREE_OF_A_KIND, 1, NORMAL
1111, 6000, 5, 3, -4000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 7000, 5, 3, -3000, STRAIGHT, 2, NORMAL
1111, 4000, 5, 3, -6000, ONE_PAIR, 4, NORMAL
3333, 16000, 5, 3, 6000, THREE_OF_A_KIND, 1, NORMAL
2222, 6000, 5, 3, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 9500, 5, 3, -500, TWO_PAIR, 2, NORMAL
2222, 7500, 5, 3, -2500, TWO_PAIR, 3, NORMAL
1111, 6000, 5, 3, -4000, TWO_PAIR, 4, NORMAL
4444, 12000, 5, 3, 2000, THREE_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 4000, 5, 3, -6000, FLUSH, 2, NORMAL
2222, 4000, 5, 3, -6000, ONE_PAIR, 2, NORMAL
3333, 25000, 5, 3, 15000, FLUSH, 1, NORMAL
1111, 4000, 5, 3, -6000, ONE_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 4000, 5, 3, -6000, TWO_PAIR, 3, NORMAL
3333, 21000, 5, 3, 11000, TWO_PAIR, 1, NORMAL
4444, 4000, 5, 3, -6000, TWO_PAIR, 3, NORMAL
1111, 6000, 5, 3, -4000, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 25000, 5, 3, 15000, FLUSH, 1, NORMAL
4444, 4000, 5, 3, -6000, ONE_PAIR, 2, NORMAL
3333, 4000, 5, 3, -6000, ONE_PAIR, 2, NORMAL
1111, 4000, 5, 3, -6000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 17000, 5, 3, 7000, STRAIGHT, 1, NORMAL
4444, 4000, 5, 3, -6000, ONE_PAIR, 4, NORMAL
2222, 6000, 5, 3, -4000, STRAIGHT, 2, NORMAL
1111, 6000, 5, 3, -4000, STRAIGHT, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 2000, 5, 5, -8000, TWO_PAIR, 2, NORMAL
2222, 8000, 5, 5, -2000, TWO_PAIR, 1, NORMAL
1111, 2000, 5, 5, -8000, TWO_PAIR, 2, NORMAL
4444, 2000, 5, 5, -8000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMAL
2222, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMAL
1111, 13000, 5, 5, 3000, TWO_PAIR, 1, NORMAL
3333, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 13000, 5, 5, 3000, THREE_OF_A_KIND, 1, NORMAL
1111, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMAL
3333, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMAL
4444, 9000, 5, 5, -1000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10266, 500, 500, 266, FLUSH, 1, NORMAL
2222, 9734, 500, 500, -266, FLUSH, 4, NORMAL
1111, 9866, 500, 500, -134, FLUSH, 3, NORMAL
3333, 10134, 500, 500, 134, FLUSH, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 550, 500, 0, -9450, NULL, 6, NORMAL
5555, 700, 500, 0, -9300, NULL, 1, NORMAL
8888, 600, 500, 0, -9400, NULL, 5, NORMAL
1111, 650, 500, 0, -9350, NULL, 4, NORMAL
3333, 700, 500, 0, -9300, NULL, 1, NORMAL
7777, 550, 500, 0, -9450, NULL, 6, NORMAL
2222, 700, 500, 0, -9300, NULL, 1, NORMAL
6666, 550, 500, 0, -9450, NULL, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 700, 500, 0, -9300, NULL, 1, NORMAL
1111, 550, 500, 0, -9450, NULL, 6, NORMAL
8888, 700, 500, 0, -9300, NULL, 1, NORMAL
7777, 550, 500, 0, -9450, NULL, 6, NORMAL
6666, 600, 500, 0, -9400, NULL, 5, NORMAL
5555, 650, 500, 0, -9350, NULL, 4, NORMAL
4444, 700, 500, 0, -9300, NULL, 1, NORMAL
3333, 550, 500, 0, -9450, NULL, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 9850, 5, 0, -150, NULL, 5, NORMAL
1111, 9900, 5, 0, -100, NULL, 4, NORMAL
5555, 10000, 5, 0, 0, NULL, 1, NORMAL
4444, 9950, 5, 0, -50, NULL, 3, NORMAL
7777, 9850, 5, 0, -150, NULL, 5, NORMAL
3333, 9850, 5, 0, -150, NULL, 5, NORMAL
6666, 9850, 5, 0, -150, NULL, 5, NORMAL
2222, 10000, 5, 0, 0, NULL, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
1111, 10300, 5, 5, 300, FULL_HOUSE, 1, NORMAL
5555, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
8888, 10300, 5, 5, 300, STRAIGHT, 1, NORMAL
6666, 10300, 5, 5, 300, FULL_HOUSE, 1, NORMAL
4444, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
3333, 10300, 5, 5, 300, FULL_HOUSE, 1, NORMAL
2222, 10300, 5, 5, 300, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 9850, 5, 0, -150, NULL, 5, NORMAL
2222, 9850, 5, 0, -150, NULL, 5, NORMAL
5555, 9850, 5, 0, -150, NULL, 5, NORMAL
7777, 9850, 5, 0, -150, NULL, 5, NORMAL
6666, 9950, 5, 0, -50, NULL, 3, NORMAL
1111, 9900, 5, 0, -100, NULL, 4, NORMAL
4444, 10000, 5, 0, 0, NULL, 1, NORMAL
8888, 10000, 5, 0, 0, NULL, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
6666, 9850, 5, 0, -150, NULL, 5, NORMAL
8888, 10000, 5, 0, 0, NULL, 1, NORMAL
4444, 9850, 5, 0, -150, NULL, 5, NORMAL
2222, 10000, 5, 0, 0, NULL, 1, NORMAL
1111, 9850, 5, 0, -150, NULL, 5, NORMAL
7777, 9900, 5, 0, -100, NULL, 4, NORMAL
3333, 9850, 5, 0, -150, NULL, 5, NORMAL
5555, 9950, 5, 0, -50, NULL, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10350, 5, 4, 350, TWO_PAIR, 1, NORMAL
6666, 10300, 5, 4, 300, TWO_PAIR, 2, NORMAL
5555, 10300, 5, 4, 300, TWO_PAIR, 2, NORMAL
7777, 10300, 5, 4, 300, TWO_PAIR, 2, NORMAL
4444, 9500, 5, 4, -500, TWO_PAIR, 5, NORMAL
1111, 9500, 5, 4, -500, TWO_PAIR, 5, NORMAL
3333, 9500, 5, 4, -500, TWO_PAIR, 5, NORMAL
2222, 9500, 5, 4, -500, TWO_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 10150, 5, 4, 150, FLUSH, 4, NORMAL
1111, 9550, 5, 3, -450, ONE_PAIR, 6, NORMAL
5555, 9650, 5, 3, -350, ONE_PAIR, 5, NORMAL
4444, 10300, 5, 4, 300, FLUSH, 1, NORMAL
6666, 9500, 5, 3, -500, ONE_PAIR, 7, NORMAL
7777, 10300, 5, 4, 300, FLUSH, 1, NORMAL
8888, 10300, 5, 4, 300, FLUSH, 1, NORMAL
3333, 9500, 5, 4, -500, ONE_PAIR, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 10300, 5, 5, 300, TWO_PAIR, 2, NORMAL
1111, 10300, 5, 5, 300, THREE_OF_A_KIND, 2, NORMAL
5555, 9500, 5, 5, -500, ONE_PAIR, 5, NORMAL
6666, 11100, 5, 5, 1100, THREE_OF_A_KIND, 1, NORMAL
8888, 9500, 5, 5, -500, TWO_PAIR, 5, NORMAL
4444, 10300, 5, 5, 300, TWO_PAIR, 2, NORMAL
3333, 9500, 5, 5, -500, TWO_PAIR, 5, NORMAL
7777, 9500, 5, 5, -500, ONE_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 9000, 50, 50, -1000, FULL_HOUSE, 7, NORMAL
1111, 9000, 50, 50, -1000, FULL_HOUSE, 7, NORMAL
5555, 10600, 50, 50, 600, FULL_HOUSE, 2, NORMAL
6666, 11400, 50, 50, 1400, FULL_HOUSE, 1, NORMAL
4444, 9800, 50, 50, -200, FULL_HOUSE, 4, NORMAL
7777, 10600, 50, 50, 600, FULL_HOUSE, 2, NORMAL
3333, 9800, 50, 50, -200, FULL_HOUSE, 4, NORMAL
8888, 9800, 50, 50, -200, FULL_HOUSE, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
5555, 11334, 500, 500, 1334, STRAIGHT_FLUSH, 2, NORMAL
1111, 8668, 500, 500, -1332, STRAIGHT_FLUSH, 7, NORMAL
2222, 7332, 500, 500, -2668, STRAIGHT_FLUSH, 8, NORMAL
8888, 13468, 500, 500, 3468, STRAIGHT_FLUSH, 1, NORMAL
3333, 9066, 500, 500, -934, STRAIGHT_FLUSH, 6, NORMAL
4444, 10268, 500, 500, 268, STRAIGHT_FLUSH, 4, NORMAL
7777, 9332, 500, 500, -668, STRAIGHT_FLUSH, 5, NORMAL
6666, 10532, 500, 500, 532, STRAIGHT_FLUSH, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 12800, 500, 500, 2800, FULL_HOUSE, 2, NORMAL
2222, 11600, 500, 500, 1600, FULL_HOUSE, 3, NORMAL
4444, 7200, 500, 500, -2800, FULL_HOUSE, 7, NORMAL
6666, 7200, 500, 500, -2800, FULL_HOUSE, 7, NORMAL
3333, 15200, 500, 500, 5200, FULL_HOUSE, 1, NORMAL
5555, 8400, 500, 500, -1600, FULL_HOUSE, 5, NORMAL
8888, 9600, 500, 500, -400, FULL_HOUSE, 4, NORMAL
7777, 8000, 500, 500, -2000, FULL_HOUSE, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 9800, 50, 50, -200, STRAIGHT, 4, NORMAL
2222, 9000, 50, 50, -1000, STRAIGHT, 8, NORMAL
4444, 10600, 50, 50, 600, STRAIGHT, 1, NORMAL
6666, 9800, 50, 50, -200, STRAIGHT, 4, NORMAL
8888, 10600, 50, 50, 600, STRAIGHT, 1, NORMAL
3333, 10600, 50, 50, 600, STRAIGHT, 1, NORMAL
5555, 9800, 50, 50, -200, STRAIGHT, 4, NORMAL
7777, 9800, 50, 50, -200, STRAIGHT, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 10100, 50, 50, 100, STRAIGHT, 2, NORMAL
2222, 8700, 50, 50, -1300, STRAIGHT, 7, NORMAL
6666, 10100, 50, 50, 100, STRAIGHT, 2, NORMAL
4444, 10100, 50, 50, 100, STRAIGHT, 2, NORMAL
7777, 10100, 50, 50, 100, STRAIGHT, 2, NORMAL
5555, 10100, 50, 50, 100, STRAIGHT, 2, NORMAL
8888, 10800, 50, 50, 800, STRAIGHT, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 10200, 5, 5, 200, STRAIGHT, 1, NORMAL
6666, 10200, 5, 5, 200, FLUSH, 1, NORMAL
3333, 10200, 5, 5, 200, FULL_HOUSE, 1, NORMAL
8888, 10200, 5, 5, 200, FULL_HOUSE, 1, NORMAL
4444, 9500, 5, 5, -500, THREE_OF_A_KIND, 6, NORMAL
5555, 10200, 5, 5, 200, STRAIGHT, 1, NORMAL
2222, 9500, 5, 5, -500, THREE_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
4444, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
6666, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
3333, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
8888, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
5555, 10200, 5, 5, 200, THREE_OF_A_KIND, 1, NORMAL
2222, 9500, 5, 5, -500, TWO_PAIR, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10200, 5, 5, 200, FULL_HOUSE, 2, NORMAL
2222, 10200, 5, 5, 200, TWO_PAIR, 2, NORMAL
3333, 9500, 5, 5, -500, FULL_HOUSE, 6, NORMAL
5555, 10550, 5, 5, 550, FULL_HOUSE, 1, NORMAL
8888, 10200, 5, 5, 200, FULL_HOUSE, 2, NORMAL
6666, 9500, 5, 5, -500, FULL_HOUSE, 6, NORMAL
7777, 9850, 5, 5, -150, FULL_HOUSE, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 9500, 5, 5, -500, TWO_PAIR, 5, NORMAL
7777, 10550, 5, 5, 550, FLUSH, 1, NORMAL
5555, 10200, 5, 5, 200, STRAIGHT, 3, NORMAL
3333, 10550, 5, 5, 550, STRAIGHT, 1, NORMAL
6666, 9500, 5, 5, -500, ONE_PAIR, 5, NORMAL
4444, 9500, 5, 5, -500, TWO_PAIR, 5, NORMAL
